order_id,customer_id,product_id,quantity,sale_date,payment_method
49,451,50,1,2024-05-19,Cash
50,369,30,10,2024-06-17,Debit Card
51,186,15,4,2024-04-07,UPI
52,442,41,4,2024-09-18,Debit Card
53,416,44,8,2026-01-26,UPI
54,84,32,5,2025-07-31,Credit Card
55,197,40,4,2026-01-07,Net Banking
56,405,4,4,2024-07-24,Cash
57,402,41,1,2025-06-28,Credit Card
58,394,40,5,2026-01-10,Debit Card
59,16,22,7,2025-02-08,Net Banking
60,373,44,4,2024-10-03,Cash
61,164,33,3,2024-03-10,Credit Card
62,196,44,2,2025-02-09,Debit Card
63,462,36,3,2024-07-08,Debit Card
64,291,26,1,2024-11-05,Net Banking
65,156,28,8,2024-05-01,Net Banking
66,19,32,1,2026-01-14,Net Banking
67,434,49,9,2025-01-21,Credit Card
68,123,33,10,2025-09-14,Cash
69,380,3,4,2026-01-12,Cash
70,388,45,8,2024-10-09,Net Banking
71,83,4,1,2026-01-28,Debit Card
72,325,44,10,2026-02-20,UPI
73,126,25,6,2024-04-02,Cash
74,219,18,3,2026-01-29,Cash
75,413,11,9,2025-08-24,Credit Card
76,189,30,6,2026-03-04,Debit Card
77,397,2,5,2025-08-23,Credit Card
78,453,5,5,2024-08-10,Debit Card
79,396,5,4,2025-10-03,Debit Card
80,217,44,10,2024-03-07,Credit Card
81,210,28,6,2026-02-25,Credit Card
82,156,29,2,2024-07-15,Credit Card
83,201,12,7,2025-10-25,Net Banking
84,91,15,7,2025-12-21,Cash
85,59,37,7,2025-11-29,Credit Card
86,472,39,6,2024-12-05,UPI
87,145,1,10,2025-05-24,Debit Card
88,201,16,3,2025-05-14,Debit Card
89,300,11,1,2024-06-20,Debit Card
90,327,38,4,2024-03-22,Cash
91,239,13,4,2025-02-28,Net Banking
92,209,37,3,2025-03-16,Cash
93,158,36,1,2024-03-18,Debit Card
94,198,19,7,2026-01-08,Debit Card
95,87,12,5,2025-04-02,Credit Card
96,129,20,4,2025-07-26,UPI
97,257,9,1,2025-09-07,Net Banking
98,230,34,3,2025-12-12,Cash
99,120,2,9,2024-07-01,Net Banking
100,67,30,10,2024-06-07,UPI
101,387,6,6,2025-12-09,Credit Card
102,483,32,4,2025-05-11,UPI
103,283,37,9,2024-12-09,Credit Card
104,62,42,4,2024-08-22,Net Banking
105,479,8,8,2025-09-13,Credit Card
106,10,35,10,2025-11-19,Cash
107,53,34,3,2024-12-24,Net Banking
108,68,40,7,2024-04-01,Cash
109,52,45,3,2024-12-18,Cash
110,217,49,5,2025-04-27,UPI
111,78,8,2,2025-07-28,UPI
112,305,5,6,2025-02-02,Credit Card
113,283,21,7,2025-06-21,Cash
114,53,14,9,2024-10-18,Cash
115,497,11,3,2024-07-13,UPI
116,297,4,7,2025-03-22,Debit Card
117,407,7,2,2025-05-30,Cash
118,296,21,10,2024-07-14,UPI
119,385,15,4,2025-02-19,Cash
120,399,12,3,2026-01-17,Net Banking
121,266,41,4,2025-11-10,Cash
122,498,16,9,2024-07-31,Cash
123,253,16,6,2026-01-09,Debit Card
124,336,6,2,2025-11-29,UPI
125,284,24,7,2026-02-06,Credit Card
126,303,44,6,2025-06-24,UPI
127,71,49,1,2025-02-10,Debit Card
128,472,14,7,2024-07-13,Credit Card
129,339,15,3,2025-12-25,Credit Card
130,392,29,7,2024-10-31,Debit Card
131,372,44,1,2026-02-13,Credit Card
132,129,28,6,2024-03-16,Debit Card
133,435,49,9,2025-06-06,Net Banking
134,499,10,1,2026-02-10,Credit Card
135,132,46,6,2026-01-04,Net Banking
136,2,22,2,2024-05-30,Net Banking
137,87,43,3,2024-12-04,Credit Card
138,166,15,9,2025-05-08,Credit Card
139,490,25,9,2025-11-06,Cash
140,161,40,6,2025-10-12,Net Banking
141,2,8,3,2024-11-13,Credit Card
142,304,29,4,2025-11-28,UPI
143,161,36,4,2024-12-26,Net Banking
144,384,25,9,2024-09-11,Credit Card
145,303,22,5,2025-09-12,Net Banking
146,135,24,5,2024-10-27,Credit Card
147,314,14,1,2024-10-14,UPI
148,76,37,8,2024-10-23,Credit Card
149,350,8,3,2024-10-01,Cash
150,439,48,1,2026-02-17,Cash
151,79,23,1,2025-09-26,Debit Card
152,419,16,4,2025-02-26,Net Banking
153,218,29,10,2024-10-09,Debit Card
154,358,22,1,2025-02-19,Credit Card
155,189,2,8,2026-01-16,Net Banking
156,328,36,2,2024-03-29,UPI
157,10,35,1,2025-11-20,Credit Card
158,32,41,4,2025-08-08,UPI
159,176,27,5,2024-03-24,Debit Card
160,166,35,7,2025-10-18,Debit Card
161,257,8,2,2025-06-25,Net Banking
162,281,40,5,2024-04-06,Net Banking
163,470,10,3,2025-01-03,Net Banking
164,155,39,5,2024-04-20,UPI
165,136,9,1,2024-10-12,Net Banking
166,356,5,4,2024-09-26,Debit Card
167,169,25,7,2025-10-19,Credit Card
168,496,47,9,2024-04-05,Net Banking
169,479,10,5,2024-12-30,Cash
170,272,13,2,2025-08-11,UPI
171,257,30,8,2025-05-31,UPI
172,74,42,10,2025-10-20,UPI
173,10,40,9,2024-08-13,Debit Card
174,304,29,9,2024-05-28,Credit Card
175,113,40,3,2025-10-07,Cash
176,175,44,2,2024-09-08,Debit Card
177,309,5,1,2025-11-07,Debit Card
178,53,41,9,2025-10-09,Net Banking
179,79,37,1,2026-03-02,UPI
180,298,40,7,2024-05-28,Cash
181,472,44,9,2025-06-27,Net Banking
182,495,21,4,2024-12-04,Debit Card
183,92,31,5,2025-01-26,Debit Card
184,483,22,8,2025-04-06,Debit Card
185,336,19,9,2025-05-14,Cash
186,106,20,8,2025-02-26,Credit Card
187,327,40,9,2024-07-04,Net Banking
188,250,41,3,2025-01-06,Debit Card
189,184,15,6,2024-04-22,Debit Card
190,341,26,1,2024-12-24,UPI
191,50,49,2,2025-06-04,Credit Card
192,429,31,9,2026-01-22,UPI
193,474,38,3,2025-04-04,Cash
194,220,28,5,2025-07-22,Net Banking
195,242,43,4,2025-04-24,UPI
196,254,46,8,2025-08-29,Cash
197,215,50,10,2024-05-24,UPI
198,128,35,1,2024-06-14,Debit Card
199,265,11,1,2025-11-06,Net Banking
200,384,15,2,2024-10-14,Net Banking
201,350,40,10,2025-04-07,UPI
202,319,46,4,2024-06-18,UPI
203,284,42,4,2025-04-14,Net Banking
204,419,46,2,2025-05-02,Credit Card
205,283,30,6,2024-03-21,Credit Card
206,136,34,3,2025-01-25,Credit Card
207,160,30,4,2025-05-03,Debit Card
208,378,3,1,2025-09-10,Debit Card
209,30,12,6,2025-01-14,Net Banking
210,60,5,10,2025-02-21,UPI
211,259,33,5,2025-10-15,Credit Card
212,133,41,3,2025-06-25,UPI
213,236,11,6,2024-03-16,Cash
214,226,20,3,2024-04-28,Cash
215,183,7,3,2024-04-10,Net Banking
216,436,14,8,2025-07-15,Credit Card
217,310,3,1,2025-03-08,UPI
218,135,31,8,2024-12-23,Credit Card
219,159,19,7,2025-12-12,Net Banking
220,207,26,6,2025-08-06,Credit Card
221,79,12,10,2025-04-10,Cash
222,395,6,4,2025-09-09,Net Banking
223,43,7,7,2024-07-20,UPI
224,426,49,3,2025-06-03,Net Banking
225,262,43,2,2024-06-07,UPI
226,214,42,6,2025-11-27,Cash
227,483,27,6,2025-10-23,Credit Card
228,302,35,9,2026-01-07,UPI
229,498,29,9,2024-10-10,UPI
230,57,24,9,2024-12-04,Credit Card
231,399,28,4,2025-01-26,Credit Card
232,276,48,10,2024-11-24,Debit Card
233,2,2,5,2025-05-21,UPI
234,201,35,4,2024-08-21,Cash
235,471,26,2,2025-09-18,Cash
236,71,11,2,2025-08-01,Credit Card
237,427,22,10,2025-04-14,UPI
238,122,2,7,2024-05-01,Debit Card
239,41,41,10,2024-05-22,Debit Card
240,115,50,7,2025-12-08,Net Banking
241,41,14,6,2024-04-02,Debit Card
242,172,46,6,2026-01-19,Credit Card
243,169,10,8,2024-05-09,Cash
244,172,37,4,2025-07-02,Cash
245,450,25,10,2025-06-04,Debit Card
246,493,42,6,2024-10-16,Credit Card
247,257,40,3,2025-12-15,Debit Card
248,213,7,9,2024-10-29,UPI
249,375,31,1,2025-12-06,Net Banking
250,200,30,5,2026-02-19,Debit Card
251,244,30,3,2025-10-02,Credit Card
252,154,22,1,2024-04-19,UPI
253,81,13,7,2025-05-29,Net Banking
254,151,7,2,2025-08-18,UPI
255,348,44,5,2025-02-28,Debit Card
256,329,50,2,2024-04-03,Debit Card
257,225,30,2,2026-01-05,Cash
258,309,34,7,2025-11-17,Debit Card
259,434,26,3,2024-12-17,Credit Card
260,145,14,10,2025-06-27,Credit Card
261,270,37,7,2024-10-10,Credit Card
262,102,6,6,2025-02-08,Net Banking
263,428,6,7,2025-02-19,Debit Card
264,39,7,8,2024-03-18,Net Banking
265,150,12,6,2025-08-15,Cash
266,217,29,2,2024-05-15,Credit Card
267,175,6,4,2024-06-23,UPI
268,27,21,6,2025-07-12,Debit Card
269,246,41,4,2025-01-13,UPI
270,488,27,3,2024-08-03,UPI
271,19,22,10,2025-07-17,Cash
272,327,19,5,2024-12-19,Cash
273,420,30,7,2026-02-24,Cash
274,356,50,10,2025-09-19,Debit Card
275,1,12,5,2025-08-18,UPI
276,113,10,8,2024-11-28,Credit Card
277,265,38,8,2024-07-28,Net Banking
278,468,6,2,2025-05-07,Cash
279,99,43,1,2024-07-02,Debit Card
280,207,19,3,2024-04-20,Debit Card
281,236,1,4,2024-04-02,Cash
282,35,12,7,2025-06-24,Net Banking
283,97,44,3,2025-12-13,Credit Card
284,122,20,9,2025-04-20,Cash
285,35,48,1,2025-02-01,Debit Card
286,58,37,7,2025-02-17,UPI
287,216,22,10,2025-10-16,Net Banking
288,128,30,4,2024-09-30,Cash
289,76,35,9,2024-06-24,Debit Card
290,218,35,2,2026-02-28,Credit Card
291,272,26,8,2025-08-03,Cash
292,214,35,2,2024-03-18,Debit Card
293,377,8,2,2025-08-29,Credit Card
294,3,32,10,2024-04-14,Cash
295,446,6,1,2024-09-29,Cash
296,348,28,4,2024-08-04,Debit Card
297,129,22,7,2024-09-21,Credit Card
298,310,38,9,2024-03-15,Credit Card
299,206,1,2,2025-04-21,UPI
300,301,30,7,2024-05-25,Debit Card
301,377,46,1,2026-03-04,Cash
302,318,49,10,2024-05-14,Credit Card
303,21,42,4,2024-10-16,Net Banking
304,252,24,8,2024-07-02,UPI
305,287,39,9,2024-09-13,Debit Card
306,430,23,1,2025-12-25,UPI
307,126,21,9,2025-03-17,Credit Card
308,382,36,2,2025-03-29,Debit Card
309,474,37,9,2025-07-04,Debit Card
310,398,21,4,2025-02-19,Cash
311,489,13,1,2025-11-14,Cash
312,36,49,9,2025-06-18,Net Banking
313,299,13,10,2024-08-16,Cash
314,361,4,6,2024-11-08,Net Banking
315,345,30,1,2025-12-05,Debit Card
316,242,30,8,2024-08-29,Debit Card
317,367,37,6,2025-12-15,UPI
318,425,21,10,2024-03-10,Debit Card
319,215,6,9,2024-11-18,Net Banking
320,446,28,2,2024-12-31,UPI
321,201,20,7,2024-06-27,Credit Card
322,120,16,1,2025-06-04,Debit Card
323,290,8,6,2024-03-18,Cash
324,42,28,1,2024-12-25,UPI
325,320,50,2,2024-04-22,Debit Card
326,68,7,5,2025-07-04,UPI
327,199,16,6,2024-06-08,Debit Card
328,471,6,4,2024-12-16,Credit Card
329,356,49,8,2025-12-20,Net Banking
330,110,45,8,2025-10-23,UPI
331,11,13,4,2025-04-27,UPI
332,198,40,5,2026-02-08,Cash
333,172,13,5,2025-10-25,Credit Card
334,439,12,8,2025-03-16,Debit Card
335,373,2,5,2024-03-09,Cash
336,148,32,4,2024-07-07,Cash
337,76,11,7,2026-01-04,Cash
338,293,1,3,2026-01-12,Debit Card
339,205,50,10,2026-01-08,Debit Card
340,265,23,9,2024-11-19,Debit Card
341,91,11,2,2024-04-24,Cash
342,429,50,7,2025-11-26,Debit Card
343,149,1,6,2024-04-09,Cash
344,361,23,3,2025-03-14,Net Banking
345,72,47,7,2025-08-26,Cash
346,180,9,2,2024-05-16,Cash
347,222,37,7,2024-11-16,Credit Card
348,330,14,3,2024-08-23,Debit Card
349,411,45,1,2025-11-09,Cash
350,306,17,10,2025-02-11,Debit Card
351,421,23,6,2025-08-22,Net Banking
352,122,29,9,2024-07-04,Cash
353,386,27,10,2026-01-20,Credit Card
354,246,14,10,2025-11-29,Credit Card
355,126,5,1,2025-09-28,UPI
356,384,32,2,2024-11-12,Debit Card
357,2,23,5,2026-02-08,Cash
358,370,7,9,2025-10-12,Net Banking
359,225,22,3,2025-05-16,Credit Card
360,313,24,4,2024-03-12,Cash
361,77,31,3,2025-08-20,UPI
362,8,8,3,2025-12-19,Cash
363,438,43,8,2024-11-20,Debit Card
364,82,34,10,2024-09-06,Net Banking
365,174,34,3,2024-10-13,Cash
366,148,25,7,2024-09-20,UPI
367,429,43,1,2024-09-29,Debit Card
368,282,19,6,2025-02-28,UPI
369,456,45,6,2024-09-11,Cash
370,176,16,9,2024-06-11,Debit Card
371,428,21,8,2025-07-31,Credit Card
372,266,44,3,2024-10-14,Credit Card
373,356,17,8,2024-08-15,UPI
374,245,12,1,2024-06-16,Net Banking
375,78,22,10,2024-12-23,UPI
376,437,39,2,2025-10-01,Cash
377,22,49,9,2025-02-16,UPI
378,348,35,1,2025-01-07,Cash
379,15,6,3,2026-01-07,UPI
380,155,46,7,2024-07-08,UPI
381,444,34,6,2024-05-30,UPI
382,262,44,5,2025-11-14,Credit Card
383,448,22,1,2024-05-12,Debit Card
384,123,13,8,2024-06-01,Debit Card
385,289,21,5,2024-08-23,UPI
386,36,27,8,2025-01-03,Debit Card
387,103,4,10,2025-08-11,Net Banking
388,63,30,9,2024-05-10,Debit Card
389,403,25,4,2025-10-22,Credit Card
390,316,19,5,2026-01-07,Credit Card
391,480,19,4,2024-11-10,Credit Card
392,336,34,4,2024-11-27,Cash
393,234,5,5,2025-05-05,UPI
394,234,35,6,2025-01-26,Net Banking
395,147,29,5,2025-03-27,Cash
396,167,16,10,2025-02-18,Debit Card
397,469,15,6,2026-03-02,Cash
398,303,33,3,2026-01-01,UPI
399,378,39,1,2025-12-04,Credit Card
400,292,32,7,2025-05-10,Net Banking
401,468,45,2,2025-10-28,Cash
402,62,13,10,2024-04-18,UPI
403,388,21,2,2025-07-07,Debit Card
404,229,19,6,2025-07-10,Net Banking
405,470,39,6,2026-01-27,Credit Card
406,362,19,10,2024-10-22,Cash
407,33,9,6,2024-05-08,Cash
408,292,20,1,2025-12-17,Cash
409,9,23,6,2024-07-03,Debit Card
410,349,10,4,2025-09-25,Net Banking
411,333,41,3,2024-05-07,Debit Card
412,214,39,1,2025-12-16,UPI
413,446,43,5,2025-07-30,Net Banking
414,462,36,9,2024-06-06,Credit Card
415,44,18,5,2025-04-18,Debit Card
416,356,34,9,2024-05-27,Debit Card
417,52,4,9,2024-10-07,Net Banking
418,409,5,2,2026-02-02,Cash
419,433,24,2,2025-01-31,Credit Card
420,54,23,3,2024-06-06,Net Banking
421,407,16,1,2024-10-26,Credit Card
422,371,12,3,2024-04-15,Cash
423,184,29,3,2025-07-24,Debit Card
424,99,9,3,2024-10-13,Debit Card
425,114,50,4,2024-12-21,Net Banking
426,295,47,9,2025-02-24,UPI
427,245,40,7,2024-04-20,Credit Card
428,460,50,9,2024-04-25,Debit Card
429,392,20,7,2025-03-27,Credit Card
430,440,37,2,2025-07-07,Debit Card
431,227,12,8,2025-02-26,Net Banking
432,279,40,4,2025-02-28,Net Banking
433,44,34,3,2025-02-21,Debit Card
434,435,43,6,2025-11-03,Credit Card
435,265,23,3,2024-12-03,UPI
436,85,2,7,2025-06-14,Credit Card
437,282,25,10,2025-01-16,Debit Card
438,4,31,4,2024-07-28,Debit Card
439,445,24,6,2024-12-13,Debit Card
440,60,48,9,2025-09-19,UPI
441,43,19,9,2025-12-19,Cash
442,321,33,8,2024-08-14,Credit Card
443,259,14,7,2025-08-28,Net Banking
444,484,42,3,2025-02-15,Cash
445,145,1,1,2024-10-15,Credit Card
446,244,2,3,2025-11-05,Credit Card
447,484,11,5,2025-11-29,UPI
448,136,30,2,2024-06-17,Cash
449,464,3,5,2025-03-27,Credit Card
450,259,39,1,2024-05-18,Net Banking
451,430,10,3,2025-07-21,Credit Card
452,269,19,3,2025-01-07,Net Banking
453,28,1,6,2026-02-12,UPI
454,355,43,7,2024-08-08,Cash
455,215,29,9,2025-08-24,Debit Card
456,292,41,9,2024-12-16,Cash
457,10,10,9,2025-05-29,Cash
458,142,5,10,2024-03-28,Credit Card
459,138,26,3,2024-09-11,Credit Card
460,194,43,8,2025-11-04,UPI
461,263,22,4,2025-09-08,Debit Card
462,155,22,3,2024-10-29,UPI
463,448,30,3,2025-07-11,Credit Card
464,146,37,6,2024-06-14,Net Banking
465,89,50,3,2025-10-22,Credit Card
466,208,44,4,2025-06-30,UPI
467,274,4,9,2024-07-16,UPI
468,407,3,2,2025-02-27,Net Banking
469,168,12,10,2024-04-06,Debit Card
470,296,2,8,2024-05-06,Credit Card
471,168,12,10,2025-06-20,Net Banking
472,399,22,9,2024-09-18,Net Banking
473,87,6,4,2025-03-25,UPI
474,17,24,3,2024-08-08,Credit Card
475,438,46,10,2024-06-27,Net Banking
476,127,42,7,2025-03-29,Cash
477,218,37,6,2026-03-01,UPI
478,34,2,10,2024-07-09,UPI
479,333,26,10,2024-04-29,Credit Card
480,133,10,5,2024-11-14,Cash
481,432,47,5,2025-05-30,Credit Card
482,323,48,3,2025-05-11,Cash
483,277,19,3,2025-01-06,UPI
484,82,23,4,2024-10-21,Credit Card
485,433,14,7,2024-12-17,Cash
486,488,38,7,2024-10-20,UPI
487,53,38,7,2025-06-02,Credit Card
488,382,39,5,2024-11-23,Net Banking
489,45,42,2,2024-03-18,Credit Card
490,149,49,4,2025-07-15,Net Banking
491,371,15,2,2024-10-30,Debit Card
492,157,23,6,2024-09-12,Debit Card
493,393,7,1,2025-05-21,Credit Card
494,322,23,4,2024-06-02,Net Banking
495,363,7,8,2025-02-27,Cash
496,112,1,8,2024-08-16,Debit Card
497,315,12,1,2024-09-05,Credit Card
498,182,42,6,2025-12-24,UPI
499,103,13,4,2025-11-28,Credit Card
500,256,14,8,2025-01-11,Credit Card
501,37,7,10,2026-01-10,Net Banking
502,495,27,7,2024-08-23,Cash
503,300,8,4,2025-11-17,Net Banking
504,104,27,7,2025-08-26,Cash
505,32,28,4,2025-10-10,Credit Card
506,98,43,4,2026-01-21,Net Banking
507,20,29,4,2024-08-14,Cash
508,314,9,7,2025-10-16,UPI
509,224,41,9,2024-11-07,Debit Card
510,281,9,10,2025-12-05,Debit Card
511,14,37,9,2025-03-22,Cash
512,459,33,5,2025-02-19,UPI
513,177,4,7,2024-12-16,Credit Card
514,261,15,1,2026-01-31,Credit Card
515,115,43,5,2024-11-11,Credit Card
516,44,33,3,2025-04-11,Debit Card
517,86,6,2,2026-02-17,Debit Card
518,226,1,2,2024-05-01,Credit Card
519,50,36,7,2025-09-21,Debit Card
520,206,49,10,2025-11-08,Credit Card
521,231,9,8,2025-06-13,Debit Card
522,213,21,5,2024-06-20,Debit Card
523,44,20,10,2025-09-17,Net Banking
524,98,41,6,2025-02-17,Net Banking
525,128,23,6,2025-05-25,Debit Card
526,458,10,5,2025-12-23,Debit Card
527,4,33,2,2026-01-26,Net Banking
528,264,2,1,2025-09-30,UPI
529,491,30,3,2025-10-03,Credit Card
530,101,44,4,2024-05-27,Cash
531,462,22,2,2025-10-11,Credit Card
532,358,26,3,2024-07-08,Cash
533,70,38,10,2025-04-23,Net Banking
534,403,3,1,2025-03-01,Cash
535,452,14,3,2025-01-20,Debit Card
536,206,14,10,2025-03-04,Credit Card
537,108,37,5,2025-01-28,Net Banking
538,162,13,5,2025-12-07,Debit Card
539,432,33,2,2025-06-23,Cash
540,193,30,5,2025-03-14,Net Banking
541,494,42,7,2024-05-29,Net Banking
542,380,34,4,2024-03-24,Debit Card
543,254,47,10,2025-12-17,Debit Card
544,226,19,10,2025-03-20,Debit Card
545,22,47,3,2025-08-13,Debit Card
546,42,35,2,2024-09-17,Cash
547,482,44,3,2024-05-25,Credit Card
548,306,25,2,2024-03-30,Net Banking
549,464,13,5,2025-05-16,Credit Card
550,407,5,9,2025-11-24,Net Banking
551,157,47,7,2026-02-03,Credit Card
552,355,22,7,2025-06-19,Credit Card
553,12,50,7,2024-11-02,Debit Card
554,179,12,3,2024-04-05,Debit Card
555,126,30,3,2024-11-19,Cash
556,99,40,8,2025-02-06,Credit Card
557,236,33,8,2025-02-03,Cash
558,420,26,5,2024-09-12,Debit Card
559,255,36,9,2024-04-22,Net Banking
560,263,32,4,2025-09-04,Cash
561,20,49,10,2025-10-08,Net Banking
562,78,27,3,2024-11-28,Net Banking
563,341,42,6,2025-07-25,UPI
564,17,44,1,2025-10-12,Net Banking
565,201,40,5,2025-11-01,Net Banking
566,341,27,9,2024-03-24,Credit Card
567,286,3,7,2024-05-08,Debit Card
568,90,4,9,2025-08-08,UPI
569,494,32,9,2025-09-21,Cash
570,468,37,9,2025-07-17,Debit Card
571,10,38,7,2026-02-08,Credit Card
572,313,18,8,2024-08-13,Net Banking
573,315,23,7,2025-06-09,Debit Card
574,382,27,6,2024-12-15,UPI
575,266,9,4,2026-01-21,Debit Card
576,80,44,8,2025-08-08,UPI
577,347,19,3,2025-06-20,Cash
578,168,38,1,2025-07-29,Cash
579,248,13,7,2026-02-18,Credit Card
580,188,37,2,2025-01-24,Net Banking
581,427,38,1,2026-01-25,Cash
582,226,4,5,2025-02-28,Credit Card
583,481,42,10,2025-10-27,Net Banking
584,219,32,3,2025-04-10,Credit Card
585,146,1,10,2024-08-16,Net Banking
586,499,10,6,2024-08-20,Credit Card
587,262,12,7,2024-07-21,Credit Card
588,204,12,2,2024-09-01,Credit Card
589,242,28,9,2024-09-27,UPI
590,63,47,9,2024-08-12,Credit Card
591,334,16,4,2025-06-24,Debit Card
592,203,47,7,2024-04-18,Credit Card
593,448,40,4,2025-01-09,Net Banking
594,20,47,10,2025-03-01,Debit Card
595,456,39,9,2025-03-17,UPI
596,317,10,3,2024-04-03,Cash
597,274,49,4,2025-11-27,Net Banking
598,308,12,9,2025-07-12,Debit Card
599,191,33,10,2025-02-16,Cash
600,402,16,2,2024-10-01,UPI
601,374,5,4,2025-04-21,Credit Card
602,262,13,1,2024-11-30,Debit Card
603,7,20,8,2024-11-13,UPI
604,355,3,3,2024-11-28,Net Banking
605,364,39,1,2024-06-20,Credit Card
606,363,29,8,2025-07-10,UPI
607,319,1,4,2025-11-28,Net Banking
608,49,16,10,2025-07-17,Cash
609,155,25,8,2025-10-14,Debit Card
610,82,19,9,2024-11-12,Credit Card
611,118,20,5,2025-07-03,Net Banking
612,440,32,4,2025-10-11,Net Banking
613,407,22,1,2024-08-08,Debit Card
614,247,34,1,2024-03-22,UPI
615,404,3,6,2024-08-18,Credit Card
616,309,11,1,2025-06-25,Net Banking
617,119,13,1,2026-01-22,Net Banking
618,282,3,4,2024-05-18,UPI
619,362,26,9,2024-08-26,Cash
620,394,26,5,2025-04-06,Cash
621,77,23,1,2024-10-04,Net Banking
622,343,25,7,2025-11-07,Credit Card
623,112,6,7,2025-02-08,Cash
624,209,3,6,2025-01-15,Net Banking
625,474,24,7,2025-06-12,Net Banking
626,222,19,6,2024-06-20,Debit Card
627,499,4,8,2025-06-10,Debit Card
628,60,30,7,2025-01-01,Credit Card
629,343,34,9,2024-08-06,Credit Card
630,382,49,4,2024-11-26,UPI
631,12,25,3,2024-11-28,Credit Card
632,28,22,4,2025-03-30,Credit Card
633,411,5,7,2025-02-06,Cash
634,500,14,9,2025-10-14,Cash
635,351,22,8,2025-01-08,Cash
636,408,24,2,2025-08-25,Net Banking
637,102,18,7,2026-02-21,UPI
638,210,34,8,2025-05-23,Net Banking
639,233,34,8,2025-09-22,Credit Card
640,148,44,5,2024-11-09,Net Banking
641,220,31,5,2024-11-14,Cash
642,475,29,6,2025-09-23,Cash
643,154,30,3,2025-01-13,Debit Card
644,7,49,4,2024-08-12,Cash
645,87,1,7,2024-03-21,Credit Card
646,33,3,4,2026-01-28,UPI
647,182,45,1,2026-01-28,UPI
648,279,8,3,2025-08-17,Cash
649,476,21,4,2025-07-04,UPI
650,140,22,8,2025-11-08,Net Banking
651,203,4,1,2025-11-01,Net Banking
652,414,35,3,2025-04-25,Net Banking
653,254,44,1,2025-11-16,Net Banking
654,183,33,8,2026-01-12,Cash
655,131,19,1,2025-03-23,Credit Card
656,298,7,6,2024-04-09,Net Banking
657,212,26,4,2024-05-10,Credit Card
658,162,23,10,2024-05-22,UPI
659,331,3,1,2024-12-29,UPI
660,393,44,6,2024-10-30,UPI
661,319,33,2,2025-09-29,Debit Card
662,65,35,8,2024-10-04,UPI
663,26,28,7,2024-05-30,Debit Card
664,318,19,10,2024-12-09,Credit Card
665,386,50,10,2025-08-31,Credit Card
666,411,13,7,2025-02-03,Credit Card
667,203,33,7,2024-04-24,UPI
668,47,34,4,2024-09-30,Cash
669,202,15,2,2025-01-14,Net Banking
670,229,32,8,2025-10-08,Cash
671,213,13,4,2025-09-27,Debit Card
672,59,35,4,2024-10-22,Cash
673,240,42,7,2025-04-12,Cash
674,285,11,6,2026-01-24,UPI
675,173,33,10,2024-12-02,Credit Card
676,376,48,1,2025-05-05,Cash
677,315,44,1,2024-10-19,UPI
678,451,46,9,2024-10-04,UPI
679,368,43,6,2025-08-14,Credit Card
680,306,45,6,2026-01-16,Net Banking
681,269,36,7,2024-12-19,Credit Card
682,314,1,1,2025-09-04,Cash
683,343,26,5,2024-09-01,UPI
684,468,37,1,2025-04-30,Net Banking
685,195,40,3,2024-09-05,Cash
686,220,24,3,2024-08-30,Net Banking
687,37,47,3,2024-05-13,UPI
688,110,8,1,2025-09-20,UPI
