order_id,customer_id,product_id,quantity,sale_date,payment_method
54,225,29,3,2025-06-07,Credit Card
55,97,15,2,2024-08-29,Credit Card
56,41,8,10,2025-10-17,Debit Card
57,175,42,2,2025-07-16,Net Banking
58,83,34,9,2025-07-04,Credit Card
59,114,48,10,2025-08-22,Debit Card
60,96,46,7,2025-11-15,Debit Card
61,291,41,2,2025-03-25,Debit Card
62,192,49,10,2025-12-04,Debit Card
63,80,31,3,2024-03-25,UPI
64,321,36,6,2025-09-30,Credit Card
65,166,35,3,2025-05-21,Cash
66,206,42,8,2024-03-09,Credit Card
67,60,12,7,2024-04-05,UPI
68,78,12,10,2024-07-15,Debit Card
69,177,30,4,2025-04-28,UPI
70,429,36,5,2026-01-28,Debit Card
71,178,35,7,2024-10-30,Cash
72,459,33,5,2026-02-25,Debit Card
73,199,35,7,2025-11-13,UPI
74,73,42,8,2024-07-12,Net Banking
75,413,46,10,2025-07-08,UPI
76,429,26,5,2025-01-04,Debit Card
77,52,14,5,2024-08-05,Cash
78,118,27,2,2025-07-27,Net Banking
79,446,14,7,2025-12-23,UPI
80,461,39,1,2025-09-15,Credit Card
81,149,8,9,2026-01-05,Credit Card
82,461,22,2,2025-07-10,Net Banking
83,35,18,5,2024-09-15,Cash
84,287,6,8,2025-01-05,Debit Card
85,365,26,6,2025-05-04,Credit Card
86,77,5,7,2025-08-14,Cash
87,1,17,2,2025-04-15,UPI
88,329,10,1,2025-09-14,UPI
89,14,22,6,2025-12-31,Cash
90,261,42,6,2025-06-28,Credit Card
91,168,49,10,2025-03-21,Cash
92,149,46,7,2025-01-19,Credit Card
93,303,21,5,2024-09-28,UPI
94,296,37,5,2025-10-15,UPI
95,227,21,5,2024-08-06,Net Banking
96,20,37,1,2024-03-20,Cash
97,143,48,10,2024-08-05,Cash
98,64,39,4,2025-07-25,Net Banking
99,331,32,5,2025-10-27,Net Banking
100,143,23,4,2024-04-17,Credit Card
101,358,7,2,2025-12-15,Debit Card
102,136,37,1,2025-07-14,Debit Card
103,408,13,1,2024-09-06,UPI
104,457,36,6,2026-03-05,Cash
105,188,8,2,2025-07-02,Debit Card
106,308,21,7,2025-02-15,Credit Card
107,435,7,7,2025-01-16,Cash
108,346,3,8,2024-12-14,Cash
109,468,19,7,2025-03-02,UPI
110,381,16,7,2024-09-29,Cash
111,359,31,4,2025-12-17,UPI
112,71,37,6,2025-12-16,UPI
113,496,10,9,2025-12-19,Credit Card
114,229,27,5,2024-03-15,Debit Card
115,164,42,10,2024-07-09,Net Banking
116,60,23,6,2025-12-14,Debit Card
117,310,17,1,2025-04-12,Net Banking
118,125,47,6,2026-02-03,Cash
119,179,2,2,2025-12-22,Debit Card
120,187,20,3,2025-06-13,UPI
121,224,38,8,2026-03-05,UPI
122,403,15,7,2025-02-25,UPI
123,477,24,3,2025-12-23,Net Banking
124,251,14,8,2025-02-26,Net Banking
125,209,32,5,2024-06-05,Credit Card
126,283,19,10,2024-07-21,Cash
127,383,43,8,2025-12-26,Credit Card
128,309,44,5,2024-10-12,Debit Card
129,360,40,8,2025-07-30,Credit Card
130,242,8,7,2025-05-26,UPI
131,35,11,10,2025-05-23,UPI
132,271,31,3,2025-06-12,Credit Card
133,125,30,1,2025-03-18,Credit Card
134,446,14,4,2025-10-15,Cash
135,418,9,2,2025-09-27,Debit Card
136,339,32,3,2024-12-24,Net Banking
137,413,9,10,2024-07-25,Net Banking
138,131,32,9,2024-10-20,UPI
139,125,43,4,2025-05-11,Net Banking
140,202,9,8,2024-09-10,UPI
141,208,16,1,2025-11-02,Cash
142,214,31,2,2025-11-18,Net Banking
143,331,16,9,2024-03-15,Debit Card
144,155,18,8,2024-07-20,Net Banking
145,13,15,7,2024-08-26,UPI
146,295,4,9,2024-03-09,Credit Card
147,384,7,4,2024-12-16,UPI
148,175,6,8,2025-05-13,Credit Card
149,273,45,1,2025-11-07,Net Banking
150,73,6,4,2025-06-20,Credit Card
151,418,19,9,2024-10-21,Credit Card
152,70,27,2,2025-04-10,Credit Card
153,374,21,9,2024-12-16,Credit Card
154,352,24,8,2025-02-26,UPI
155,115,36,7,2025-03-24,Net Banking
156,121,20,4,2024-06-17,Debit Card
157,226,29,3,2024-07-04,Net Banking
158,247,29,9,2025-05-17,Credit Card
159,34,21,5,2025-06-02,UPI
160,439,37,9,2024-04-22,Net Banking
161,18,34,1,2025-04-03,Credit Card
162,479,11,6,2024-03-28,Cash
163,406,47,8,2025-09-26,UPI
164,346,23,3,2024-07-04,Debit Card
165,123,13,9,2025-07-09,Cash
166,445,27,4,2025-01-31,UPI
167,31,38,10,2024-05-08,Credit Card
168,200,22,1,2026-01-23,Credit Card
169,8,33,7,2025-11-19,Debit Card
170,184,48,1,2025-06-20,Credit Card
171,217,30,1,2024-11-22,Net Banking
172,437,42,1,2025-03-01,Cash
173,66,36,2,2024-04-18,UPI
174,480,25,4,2025-12-14,Net Banking
175,489,17,2,2024-12-19,UPI
176,423,1,7,2025-10-10,Debit Card
177,277,43,3,2024-04-30,UPI
178,439,16,6,2025-08-01,Cash
179,51,20,1,2025-07-23,UPI
180,63,38,6,2025-07-04,Debit Card
181,38,13,4,2024-11-19,Debit Card
182,376,28,3,2025-03-24,UPI
183,40,4,1,2024-05-27,Cash
184,322,5,3,2026-02-20,Cash
185,308,41,2,2024-12-16,UPI
186,445,38,8,2026-02-22,Debit Card
187,131,32,8,2025-10-30,UPI
188,269,47,4,2025-11-10,Debit Card
189,227,16,10,2024-08-18,Net Banking
190,40,36,4,2025-09-13,UPI
191,250,18,3,2025-09-28,Net Banking
192,353,40,9,2024-06-20,Credit Card
193,231,9,4,2025-08-08,Debit Card
194,142,36,1,2024-05-07,Debit Card
195,391,7,6,2025-08-31,Cash
196,218,4,1,2025-02-12,Cash
197,213,24,5,2024-05-29,Credit Card
198,35,38,10,2024-10-07,Cash
199,108,39,2,2025-10-28,Debit Card
200,23,43,2,2024-05-08,Debit Card
201,198,16,4,2024-03-12,Net Banking
202,93,29,5,2025-06-18,UPI
203,294,3,8,2025-12-26,Cash
204,96,36,3,2026-01-19,UPI
205,458,39,10,2024-10-10,Net Banking
206,469,43,6,2025-10-26,UPI
207,144,17,4,2025-09-24,UPI
208,466,8,8,2024-04-16,Credit Card
209,197,7,10,2025-08-22,UPI
210,315,33,2,2025-06-19,Credit Card
211,431,38,5,2024-06-14,Debit Card
212,194,36,5,2025-09-21,UPI
213,410,6,2,2025-09-05,Debit Card
214,140,9,1,2024-10-14,Credit Card
215,254,20,3,2025-07-20,Net Banking
216,199,13,10,2025-02-24,Credit Card
217,398,49,10,2024-03-25,Debit Card
218,412,20,3,2025-12-06,UPI
219,350,34,4,2025-12-13,Net Banking
220,79,32,6,2024-11-15,UPI
221,119,33,3,2024-06-17,Net Banking
222,20,23,1,2024-10-17,Debit Card
223,206,18,2,2025-01-14,Net Banking
224,301,33,4,2024-03-30,Cash
225,133,17,4,2024-08-07,Credit Card
226,255,48,10,2024-07-30,Debit Card
227,305,14,1,2025-03-23,Cash
228,484,27,4,2025-01-09,UPI
229,1,38,9,2024-07-13,Credit Card
230,37,21,8,2024-09-10,Debit Card
231,213,12,8,2024-06-07,Cash
232,252,46,7,2025-04-12,Credit Card
233,393,10,5,2024-09-08,Credit Card
234,317,9,4,2024-11-05,Cash
235,12,48,8,2024-08-04,UPI
236,90,39,1,2025-03-09,Cash
237,186,30,2,2025-04-22,Debit Card
238,387,39,6,2025-05-14,Net Banking
239,171,28,1,2025-03-09,Credit Card
240,300,40,1,2024-04-22,Credit Card
241,377,20,5,2025-01-02,Net Banking
242,267,33,1,2025-10-28,Debit Card
243,443,30,2,2024-12-23,Credit Card
244,38,11,4,2025-05-23,UPI
245,451,15,8,2024-11-06,Net Banking
246,28,36,9,2025-10-04,Debit Card
247,277,9,10,2024-08-27,Cash
248,446,41,8,2025-03-25,UPI
249,203,12,5,2026-02-20,Debit Card
250,36,12,7,2025-03-09,Net Banking
251,334,39,8,2025-08-31,UPI
252,381,37,6,2024-10-09,UPI
253,212,40,5,2026-03-07,Debit Card
254,424,35,8,2025-06-04,Credit Card
255,167,4,1,2024-07-23,Net Banking
256,487,3,8,2025-08-02,Cash
257,421,48,9,2025-08-11,Net Banking
258,345,36,8,2025-02-13,Credit Card
259,345,50,5,2025-10-13,Credit Card
260,309,14,6,2024-12-13,Net Banking
261,373,12,1,2025-02-05,Debit Card
262,98,38,8,2024-10-12,Cash
263,214,35,3,2024-04-10,Credit Card
264,111,21,5,2025-02-22,Credit Card
265,373,21,4,2025-10-07,Cash
266,356,40,3,2025-08-03,Cash
267,441,5,8,2025-02-10,Credit Card
268,266,24,4,2024-06-21,Net Banking
269,167,18,9,2024-10-19,UPI
270,12,32,4,2024-07-07,Cash
271,13,5,5,2025-05-22,Net Banking
272,195,32,4,2024-09-24,UPI
273,32,37,7,2025-12-11,Debit Card
274,226,50,7,2024-06-11,UPI
275,167,29,10,2024-09-10,Net Banking
276,408,17,7,2024-11-21,Debit Card
277,182,1,7,2025-05-25,Debit Card
278,497,25,6,2025-11-23,Credit Card
279,66,19,2,2025-03-10,UPI
280,302,27,7,2025-05-22,UPI
281,363,15,2,2024-06-12,Net Banking
282,191,21,1,2025-06-16,Credit Card
283,352,1,10,2024-12-06,UPI
284,474,17,10,2024-10-16,Net Banking
285,239,44,7,2025-05-01,Cash
286,337,42,4,2025-12-17,Cash
287,463,8,6,2025-03-04,UPI
288,315,17,9,2025-11-07,Debit Card
289,272,26,5,2024-08-06,UPI
290,135,13,2,2024-08-30,Credit Card
291,455,30,4,2025-09-10,Debit Card
292,249,37,3,2025-04-18,Debit Card
293,382,6,1,2025-06-15,Credit Card
294,487,44,2,2026-01-22,UPI
295,257,35,3,2024-12-04,Net Banking
296,88,3,4,2024-12-09,UPI
297,248,3,4,2025-11-24,Net Banking
298,296,11,7,2024-07-09,Credit Card
299,241,14,1,2024-08-15,Net Banking
300,450,2,9,2026-01-25,Cash
301,123,23,8,2025-08-14,Debit Card
302,16,49,7,2025-04-10,Net Banking
303,465,13,10,2024-06-29,Debit Card
304,252,46,1,2024-12-25,Credit Card
305,321,8,5,2025-03-09,Cash
306,8,45,9,2025-12-31,Credit Card
307,303,32,8,2024-10-09,Debit Card
308,366,47,8,2024-06-29,Credit Card
309,290,39,3,2025-09-10,UPI
310,401,12,10,2026-03-04,UPI
311,476,17,4,2024-04-26,Net Banking
312,130,48,4,2024-08-05,Net Banking
313,455,7,10,2024-06-18,UPI
314,449,20,5,2025-10-19,UPI
315,252,33,2,2024-11-30,Net Banking
316,475,23,6,2025-06-08,Debit Card
317,278,10,7,2024-10-22,Debit Card
318,192,33,7,2024-10-04,Cash
319,80,38,3,2025-03-16,Net Banking
320,213,13,8,2024-04-12,Net Banking
321,208,43,8,2025-09-25,Debit Card
322,407,41,2,2024-07-31,Net Banking
323,222,49,4,2025-08-02,Credit Card
324,450,38,2,2025-11-07,Net Banking
325,242,36,6,2025-12-22,Cash
326,487,30,10,2025-10-24,Credit Card
327,169,28,2,2025-12-03,Credit Card
328,90,13,7,2025-08-26,UPI
329,44,44,3,2026-02-10,UPI
330,347,23,7,2025-05-03,UPI
331,18,41,4,2026-01-17,Debit Card
332,69,32,6,2025-10-20,Net Banking
333,274,27,4,2025-12-14,Credit Card
334,3,39,8,2025-03-15,Credit Card
335,100,10,5,2025-11-13,UPI
336,229,29,8,2024-07-27,Credit Card
337,333,45,10,2025-05-07,Net Banking
338,282,20,7,2025-06-15,Credit Card
339,372,7,2,2025-06-10,UPI
340,185,47,8,2024-09-19,Debit Card
341,409,40,8,2025-04-15,UPI
342,15,50,10,2025-10-09,Credit Card
343,31,28,8,2025-11-20,UPI
344,339,9,2,2025-09-05,Debit Card
345,254,38,2,2024-11-21,Net Banking
346,440,44,9,2025-01-10,Credit Card
347,377,42,6,2025-05-18,UPI
348,210,16,2,2024-03-21,UPI
349,458,14,1,2024-12-29,Net Banking
350,434,46,4,2025-02-10,UPI
351,158,39,10,2025-05-18,Debit Card
352,314,23,1,2024-11-22,Net Banking
353,138,28,9,2024-04-21,Cash
354,412,24,4,2024-04-01,Credit Card
355,246,19,1,2025-07-17,UPI
356,90,2,4,2024-05-13,UPI
357,52,43,8,2025-03-09,Net Banking
358,332,41,6,2024-12-01,Cash
359,117,24,5,2025-07-31,Cash
360,316,30,9,2024-03-07,Debit Card
361,432,20,7,2024-10-04,Net Banking
362,224,14,1,2024-09-21,UPI
363,448,1,8,2025-02-17,Credit Card
364,72,12,9,2025-01-13,Cash
365,299,26,8,2025-02-08,UPI
366,413,9,4,2025-03-26,Debit Card
367,250,46,10,2026-01-23,UPI
368,301,9,2,2025-06-20,Debit Card
369,497,20,1,2024-08-29,Net Banking
370,226,25,3,2024-12-12,Cash
371,112,31,6,2026-01-01,Debit Card
372,188,36,2,2025-04-06,Cash
373,244,33,2,2024-10-10,Debit Card
374,430,44,8,2025-08-12,UPI
375,291,2,4,2024-11-12,Net Banking
376,460,40,2,2026-02-04,Cash
377,198,13,9,2025-12-07,Cash
378,135,17,9,2025-06-13,UPI
379,430,26,8,2026-02-27,Debit Card
380,226,39,9,2025-04-22,UPI
381,393,49,3,2025-01-10,Net Banking
382,37,23,6,2025-05-14,Debit Card
383,288,45,1,2025-11-06,UPI
384,146,1,1,2024-12-29,Credit Card
385,194,18,1,2024-11-19,Debit Card
386,8,1,7,2024-09-22,Cash
387,332,20,2,2025-05-13,UPI
388,362,43,5,2024-04-19,UPI
389,87,31,1,2024-08-11,Cash
390,469,50,5,2026-03-05,Debit Card
391,318,17,1,2026-02-07,Net Banking
392,452,15,1,2024-09-17,Credit Card
393,467,6,7,2024-03-22,Cash
394,464,42,6,2024-07-12,Credit Card
395,418,27,2,2025-05-28,UPI
396,327,26,2,2025-03-25,Cash
397,113,32,4,2024-12-07,UPI
398,275,3,4,2024-05-29,Net Banking
399,310,48,9,2025-02-11,Cash
400,459,21,5,2025-04-04,Net Banking
401,202,3,4,2026-01-29,Net Banking
402,456,39,6,2025-06-24,Credit Card
403,211,30,8,2025-08-10,UPI
404,174,19,5,2024-04-15,Debit Card
405,420,10,5,2024-10-13,UPI
406,40,41,1,2025-07-02,Debit Card
407,185,39,7,2024-08-25,Credit Card
408,248,16,9,2025-08-29,Credit Card
409,493,6,9,2024-06-07,Credit Card
410,284,26,8,2025-08-30,Net Banking
411,29,21,9,2025-12-02,UPI
412,258,27,1,2024-07-26,Credit Card
413,417,43,6,2025-05-01,Credit Card
414,47,37,6,2024-08-07,UPI
415,59,25,2,2024-09-20,UPI
416,102,36,6,2025-11-30,UPI
417,272,13,9,2025-09-22,Debit Card
418,130,19,3,2025-03-29,Credit Card
419,200,23,7,2026-02-06,Net Banking
420,86,4,6,2025-06-20,UPI
421,470,33,10,2025-10-16,Credit Card
422,208,20,7,2024-09-08,Credit Card
423,361,12,6,2025-12-11,Net Banking
424,384,7,1,2024-11-23,UPI
425,282,14,3,2024-12-23,Cash
426,338,4,1,2025-05-31,Credit Card
427,308,5,1,2026-01-19,Credit Card
428,315,45,5,2025-03-01,Net Banking
429,432,32,5,2024-09-08,Credit Card
430,2,22,2,2025-05-01,Net Banking
431,128,6,6,2024-08-25,Net Banking
432,270,37,9,2025-07-09,Credit Card
433,274,23,6,2025-02-08,Credit Card
434,371,32,6,2024-08-10,Credit Card
435,172,39,10,2025-04-23,Cash
436,188,39,5,2026-01-31,Debit Card
437,252,29,10,2026-01-18,Credit Card
438,101,4,1,2024-11-20,Cash
439,292,4,4,2024-07-14,Credit Card
440,310,25,7,2025-10-23,Debit Card
441,29,49,6,2024-08-11,Net Banking
442,157,19,4,2025-09-16,Debit Card
443,399,49,6,2024-11-14,Credit Card
444,14,4,7,2024-10-31,Cash
445,268,23,10,2024-05-18,UPI
446,32,31,8,2024-09-19,Cash
447,482,47,1,2024-11-25,Net Banking
448,107,47,5,2025-05-30,Cash
449,350,25,3,2025-12-07,UPI
450,31,10,2,2025-05-04,Cash
451,493,50,7,2024-05-30,UPI
452,342,49,7,2025-11-03,UPI
453,100,31,8,2024-08-26,Cash
454,441,35,9,2025-01-08,Debit Card
455,259,10,7,2025-02-06,Net Banking
456,31,46,6,2025-09-19,Credit Card
457,196,10,2,2024-11-18,Credit Card
458,164,50,5,2024-05-16,Debit Card
459,451,21,2,2025-12-05,Debit Card
460,278,46,7,2025-05-04,UPI
461,194,40,5,2025-02-11,Net Banking
462,123,17,9,2025-08-23,Debit Card
463,31,29,1,2025-12-24,Cash
464,95,15,8,2026-02-12,Net Banking
465,27,24,7,2025-01-31,Credit Card
466,416,14,10,2025-03-14,Credit Card
467,4,21,8,2025-01-17,UPI
468,12,15,1,2025-11-25,UPI
469,350,31,6,2024-11-21,Cash
470,241,31,6,2024-11-26,Net Banking
471,297,41,6,2026-01-19,Cash
472,34,35,3,2024-06-23,Credit Card
473,464,42,6,2025-08-02,UPI
474,209,33,2,2025-04-11,Debit Card
475,342,39,3,2025-01-29,Cash
476,126,23,10,2024-09-22,Net Banking
477,30,38,5,2025-07-29,Net Banking
478,380,16,3,2024-08-19,UPI
479,256,18,10,2024-08-21,Cash
480,408,9,3,2024-10-16,Net Banking
481,404,20,5,2026-01-18,Net Banking
482,144,32,8,2025-05-31,UPI
483,169,12,4,2024-11-08,UPI
484,427,31,8,2024-06-08,UPI
485,294,28,8,2024-11-05,Cash
486,323,45,9,2024-12-06,Credit Card
487,459,46,5,2025-07-12,Credit Card
488,111,25,6,2024-09-29,Debit Card
489,224,1,9,2026-01-06,Cash
490,37,15,3,2024-03-17,Debit Card
491,124,15,7,2024-09-08,Credit Card
492,363,26,1,2026-01-11,Cash
493,64,33,7,2025-09-23,Credit Card
494,424,41,10,2025-02-16,UPI
495,165,33,4,2026-02-26,Debit Card
496,497,29,3,2024-09-13,Net Banking
497,225,28,6,2025-06-22,Cash
498,287,49,6,2024-10-01,Cash
499,271,9,8,2025-10-31,Credit Card
500,254,48,1,2024-03-19,UPI
501,43,40,1,2024-03-27,Debit Card
502,30,43,5,2024-10-02,Cash
503,226,43,9,2025-10-06,UPI
504,71,2,7,2025-10-15,Cash
505,65,46,10,2025-06-12,UPI
506,164,15,3,2025-06-23,Net Banking
507,138,12,6,2024-04-08,Net Banking
508,105,14,5,2024-08-08,Debit Card
509,213,6,5,2024-10-08,Cash
510,230,30,8,2025-05-26,Debit Card
511,61,16,9,2026-01-30,Net Banking
512,63,20,7,2025-01-08,UPI
513,445,17,4,2025-01-20,Credit Card
514,276,35,7,2025-06-08,Credit Card
515,78,45,2,2025-04-12,Cash
516,164,24,3,2025-12-16,Credit Card
517,257,2,2,2025-12-08,Net Banking
518,365,7,5,2024-09-17,UPI
519,238,25,7,2025-03-29,UPI
520,408,13,5,2024-05-23,Cash
521,293,12,4,2025-04-16,Credit Card
522,124,34,4,2024-04-11,Cash
523,409,38,10,2024-06-07,UPI
524,495,40,7,2024-05-19,Debit Card
525,231,19,7,2025-11-15,Cash
526,279,23,9,2025-03-19,UPI
527,334,17,7,2026-01-24,Credit Card
528,494,23,3,2024-11-14,Debit Card
529,133,8,3,2026-01-27,UPI
530,223,31,3,2025-07-24,Credit Card
531,436,32,7,2025-08-06,Debit Card
532,200,9,9,2024-12-31,Net Banking
533,143,4,10,2024-04-17,Net Banking
534,413,30,9,2024-05-28,Debit Card
535,494,13,5,2026-01-07,Credit Card
536,249,28,4,2024-03-23,Credit Card
537,298,26,5,2026-01-25,Net Banking
538,54,10,6,2024-07-26,Debit Card
539,486,32,6,2024-11-28,Debit Card
540,63,27,10,2025-12-01,Credit Card
541,382,28,1,2026-01-11,Credit Card
542,34,48,6,2024-09-22,UPI
543,21,41,9,2026-01-11,Cash
544,391,46,9,2025-08-08,Net Banking
545,283,27,2,2025-02-01,Debit Card
546,162,34,5,2025-01-19,Credit Card
547,278,8,7,2024-11-03,Cash
548,186,23,3,2024-04-07,Debit Card
549,143,23,8,2025-08-29,Credit Card
550,330,30,1,2024-12-24,Cash
551,109,15,10,2024-07-27,Net Banking
552,299,18,5,2025-06-25,Net Banking
553,264,45,8,2025-12-04,Credit Card
554,3,38,3,2024-10-13,Cash
555,50,16,9,2024-04-23,Cash
556,435,47,6,2025-10-22,Debit Card
557,492,14,6,2025-11-19,Cash
558,281,39,4,2024-07-12,Net Banking
559,207,26,5,2025-02-02,Credit Card
560,265,49,9,2024-12-01,Credit Card
561,426,46,3,2025-02-12,Debit Card
562,38,47,9,2025-03-22,UPI
563,436,6,8,2026-01-29,Debit Card
564,30,49,4,2025-01-19,Net Banking
565,175,37,7,2024-10-20,Cash
566,338,25,4,2024-10-20,Credit Card
567,480,40,4,2025-02-14,Net Banking
568,239,17,6,2025-08-10,Debit Card
569,54,2,3,2024-11-13,Debit Card
570,24,12,1,2025-04-09,Debit Card
571,119,33,8,2024-09-01,Cash
572,111,9,7,2024-04-21,Net Banking
573,245,45,7,2026-02-21,Credit Card
574,467,31,3,2026-02-26,UPI
575,191,26,6,2024-08-29,Credit Card
576,276,33,4,2025-12-01,UPI
577,329,14,4,2024-04-23,Cash
578,285,23,4,2024-06-22,Credit Card
579,193,9,3,2025-04-08,Debit Card
580,295,18,10,2025-09-05,Debit Card
581,370,49,8,2025-06-13,UPI
582,275,9,7,2024-06-21,Net Banking
583,272,29,3,2025-12-05,UPI
584,163,17,3,2024-07-23,Credit Card
585,160,43,2,2026-01-31,Debit Card
586,165,20,8,2024-03-23,Debit Card
587,287,1,9,2024-09-14,Net Banking
588,478,20,10,2025-05-07,Debit Card
589,263,4,4,2024-12-16,UPI
590,477,27,4,2025-04-04,Cash
591,92,21,5,2025-09-11,Credit Card
592,247,7,6,2024-10-04,Net Banking
593,224,24,5,2025-05-06,Net Banking
594,168,23,2,2024-05-27,UPI
595,294,26,3,2025-09-08,Debit Card
596,199,26,10,2026-02-15,Cash
597,328,44,8,2024-03-30,Credit Card
598,57,28,5,2024-06-05,Cash
599,239,27,7,2024-04-11,Debit Card
600,333,26,2,2024-05-31,Credit Card
601,476,50,3,2025-03-19,UPI
602,297,31,7,2025-09-26,UPI
603,340,6,7,2025-06-18,Net Banking
604,227,41,7,2025-06-17,Net Banking
605,356,27,10,2024-08-27,Cash
606,178,27,3,2024-03-20,Credit Card
607,53,13,2,2025-12-28,Net Banking
608,54,25,5,2026-02-20,UPI
609,166,43,1,2025-07-16,Credit Card
610,443,47,5,2024-07-01,UPI
611,482,19,3,2025-02-03,Credit Card
612,195,10,4,2025-09-15,UPI
613,410,20,1,2025-10-08,Net Banking
614,97,1,4,2024-10-15,Debit Card
615,362,4,3,2025-12-31,Credit Card
616,121,13,1,2026-01-20,Debit Card
617,69,36,7,2025-03-22,Debit Card
618,348,48,8,2024-09-17,Debit Card
619,225,28,2,2024-11-03,UPI
620,161,29,5,2024-12-11,Credit Card
621,128,48,6,2025-08-22,Debit Card
622,25,46,4,2025-06-23,UPI
623,23,35,3,2025-07-26,Debit Card
624,294,24,7,2025-08-12,Debit Card
625,437,50,7,2024-09-30,Credit Card
626,286,16,9,2024-10-21,Credit Card
627,230,5,1,2024-12-18,Debit Card
628,41,8,10,2026-01-03,Cash
629,108,11,3,2025-08-28,Debit Card
630,378,20,1,2025-10-05,Cash
631,389,38,1,2026-02-17,Net Banking
632,166,42,8,2024-07-08,UPI
633,317,8,2,2025-10-18,UPI
634,471,45,10,2024-11-04,Credit Card
635,9,21,8,2024-12-28,Credit Card
636,358,11,8,2024-10-30,UPI
637,305,39,8,2025-06-05,Net Banking
638,409,25,8,2026-02-04,Debit Card
639,23,21,2,2024-06-01,Credit Card
640,273,32,6,2025-07-12,Cash
641,184,33,2,2024-09-08,Debit Card
642,158,20,2,2026-02-20,Net Banking
643,435,47,4,2025-04-18,Credit Card
644,284,25,5,2026-01-18,UPI
645,2,50,5,2025-10-20,Debit Card
646,117,12,10,2025-11-01,Debit Card
647,39,8,8,2024-08-17,Debit Card
648,85,6,6,2025-08-06,Net Banking
649,162,44,1,2025-02-22,Credit Card
650,120,13,5,2025-07-12,Debit Card
651,401,10,10,2024-03-17,Credit Card
652,144,19,4,2024-04-09,Credit Card
653,335,6,4,2025-01-01,Debit Card
654,320,11,1,2024-03-14,Cash
655,43,19,6,2024-05-10,UPI
656,226,12,2,2025-05-05,Debit Card
657,159,12,3,2025-04-25,Credit Card
658,133,35,10,2024-10-21,Credit Card
659,112,31,9,2024-04-01,Cash
660,248,26,9,2025-01-11,Cash
661,391,18,6,2025-11-19,Cash
662,234,46,8,2025-04-05,Cash
663,90,5,7,2025-10-17,Debit Card
664,276,14,1,2024-08-22,UPI
665,305,2,1,2024-11-12,Cash
666,345,28,10,2024-04-11,UPI
667,294,5,3,2024-03-10,UPI
668,377,5,5,2025-07-26,UPI
669,282,39,7,2025-02-06,UPI
670,423,4,10,2024-11-24,Debit Card
671,303,20,10,2025-07-13,Cash
672,235,22,3,2025-03-11,Debit Card
673,373,12,9,2024-11-22,Debit Card
674,212,47,1,2024-03-27,Cash
675,395,28,10,2024-06-02,Net Banking
676,124,6,10,2024-03-17,UPI
677,293,35,2,2024-03-08,Cash
678,337,28,6,2025-08-26,Cash
679,384,27,1,2026-02-02,UPI
680,39,8,5,2024-06-06,UPI
681,108,13,8,2025-05-24,Net Banking
682,246,34,4,2025-03-13,Debit Card
683,93,15,1,2025-12-15,Cash
684,336,28,7,2025-10-11,UPI
685,154,21,6,2024-05-06,Net Banking
686,473,28,4,2024-07-07,UPI
687,281,35,2,2026-03-02,Net Banking
688,173,22,8,2024-09-11,Cash
689,201,27,1,2025-02-12,UPI
690,163,25,6,2024-12-26,Cash
